-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  35.0   Longitude -37.4 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
PS        MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,HR,WD10M,WS10M,PS
2023,1,1,0,356.39,3.6,102.68
2023,1,1,1,351.54,3.03,102.67
2023,1,1,2,342.66,2.73,102.67
2023,1,1,3,336.16,2.94,102.67
2023,1,1,4,332.9,3.02,102.67
2023,1,1,5,326.66,2.46,102.66
2023,1,1,6,320.45,2.21,102.7
2023,1,1,7,317.22,2.28,102.75
2023,1,1,8,307.38,2.12,102.8
2023,1,1,9,276.21,1.95,102.82
2023,1,1,10,272.61,2.4,102.87
2023,1,1,11,284.04,2.87,102.9
2023,1,1,12,283.89,3.03,102.86
2023,1,1,13,274.07,3.2,102.8
2023,1,1,14,267.33,3.53,102.75
2023,1,1,15,268.81,3.75,102.73
2023,1,1,16,273.37,3.72,102.72
2023,1,1,17,275.52,3.57,102.73
2023,1,1,18,274.81,3.36,102.75
2023,1,1,19,273.85,3.14,102.81
2023,1,1,20,271.2,2.99,102.84
2023,1,1,21,262.04,2.99,102.86
2023,1,1,22,248.86,3.29,102.86
2023,1,1,23,238.68,3.88,102.83
2023,1,2,0,233.13,4.61,102.78
2023,1,2,1,233.94,4.98,102.74
2023,1,2,2,236.01,4.95,102.71
2023,1,2,3,236.61,4.88,102.69
2023,1,2,4,236.56,4.88,102.66
2023,1,2,5,233.61,4.87,102.67
2023,1,2,6,228.25,4.97,102.71
2023,1,2,7,223.03,5.14,102.74
2023,1,2,8,218.24,5.3,102.78
2023,1,2,9,213.8,5.46,102.81
2023,1,2,10,209.24,5.69,102.84
2023,1,2,11,207.27,6.0,102.8
2023,1,2,12,206.69,6.35,102.72
2023,1,2,13,207.23,6.66,102.65
2023,1,2,14,208.95,6.81,102.6
2023,1,2,15,211.84,6.8,102.56
2023,1,2,16,215.89,6.66,102.56
2023,1,2,17,219.25,6.51,102.58
2023,1,2,18,220.57,6.44,102.6
2023,1,2,19,220.21,6.62,102.63
2023,1,2,20,218.8,6.91,102.63
2023,1,2,21,217.34,7.17,102.63
2023,1,2,22,215.78,7.42,102.62
2023,1,2,23,214.02,7.57,102.59
2023,1,3,0,211.8,7.62,102.55
2023,1,3,1,209.07,7.61,102.5
2023,1,3,2,207.23,7.56,102.48
2023,1,3,3,206.38,7.6,102.45
2023,1,3,4,205.49,7.82,102.41
2023,1,3,5,204.04,8.17,102.41
2023,1,3,6,201.85,8.46,102.44
2023,1,3,7,200.32,8.51,102.46
2023,1,3,8,200.49,8.39,102.48
2023,1,3,9,200.0,8.34,102.51
2023,1,3,10,198.45,8.29,102.53
2023,1,3,11,197.82,8.25,102.49
2023,1,3,12,197.98,8.15,102.4
2023,1,3,13,199.82,8.0,102.32
2023,1,3,14,201.97,7.81,102.26
2023,1,3,15,203.52,7.57,102.23
2023,1,3,16,204.94,7.38,102.23
2023,1,3,17,206.73,7.31,102.26
2023,1,3,18,208.32,7.41,102.31
2023,1,3,19,207.46,7.59,102.36
2023,1,3,20,205.65,7.83,102.36
2023,1,3,21,203.88,8.13,102.34
2023,1,3,22,202.95,8.42,102.29
2023,1,3,23,203.71,8.78,102.23
2023,1,4,0,206.25,8.97,102.18
2023,1,4,1,211.21,8.97,102.14
2023,1,4,2,215.76,8.81,102.12
2023,1,4,3,219.2,8.64,102.09
2023,1,4,4,225.86,8.49,102.1
2023,1,4,5,234.14,8.28,102.13
2023,1,4,6,242.51,7.99,102.19
2023,1,4,7,249.23,7.44,102.22
2023,1,4,8,257.7,6.93,102.28
2023,1,4,9,273.88,6.59,102.35
2023,1,4,10,299.1,6.55,102.42
2023,1,4,11,319.57,7.0,102.42
2023,1,4,12,329.13,7.22,102.4
2023,1,4,13,331.95,7.56,102.4
2023,1,4,14,336.46,7.08,102.4
2023,1,4,15,339.97,6.66,102.42
2023,1,4,16,343.41,6.43,102.48
2023,1,4,17,347.96,6.21,102.53
2023,1,4,18,353.05,5.94,102.59
2023,1,4,19,357.35,5.58,102.65
2023,1,4,20,2.36,5.31,102.69
2023,1,4,21,7.72,5.06,102.72
2023,1,4,22,12.22,4.61,102.74
2023,1,4,23,20.85,3.93,102.73
2023,1,5,0,33.65,3.09,102.67
2023,1,5,1,38.35,2.29,102.63
2023,1,5,2,30.65,1.47,102.62
2023,1,5,3,8.33,0.65,102.6
2023,1,5,4,259.94,0.49,102.58
2023,1,5,5,229.5,1.41,102.58
2023,1,5,6,233.46,2.44,102.59
2023,1,5,7,230.7,3.28,102.6
2023,1,5,8,232.26,4.2,102.61
2023,1,5,9,235.9,5.2,102.62
2023,1,5,10,242.91,6.12,102.64
2023,1,5,11,250.32,6.84,102.61
2023,1,5,12,256.68,7.32,102.54
2023,1,5,13,256.75,7.36,102.46
2023,1,5,14,261.4,7.47,102.43
2023,1,5,15,263.53,7.34,102.41
2023,1,5,16,269.14,7.33,102.41
2023,1,5,17,274.88,7.35,102.43
2023,1,5,18,276.93,7.25,102.47
2023,1,5,19,275.33,7.15,102.51
2023,1,5,20,274.18,7.29,102.53
2023,1,5,21,271.95,7.36,102.52
2023,1,5,22,270.12,7.42,102.52
2023,1,5,23,269.33,7.39,102.52
2023,1,6,0,267.78,7.47,102.5
2023,1,6,1,266.97,7.68,102.47
2023,1,6,2,266.64,7.87,102.46
2023,1,6,3,267.41,7.95,102.44
2023,1,6,4,268.18,7.89,102.41
2023,1,6,5,269.88,7.7,102.43
2023,1,6,6,271.22,7.35,102.46
2023,1,6,7,271.35,6.99,102.5
2023,1,6,8,272.23,6.63,102.54
2023,1,6,9,273.27,6.16,102.58
2023,1,6,10,269.76,5.66,102.6
2023,1,6,11,261.77,5.51,102.56
2023,1,6,12,256.0,5.78,102.49
2023,1,6,13,254.99,6.0,102.42
2023,1,6,14,257.15,5.97,102.4
2023,1,6,15,259.65,5.87,102.41
2023,1,6,16,259.57,5.66,102.41
2023,1,6,17,260.09,5.77,102.42
2023,1,6,18,260.05,5.7,102.47
2023,1,6,19,258.77,5.58,102.52
2023,1,6,20,257.14,5.62,102.56
2023,1,6,21,257.42,5.88,102.59
2023,1,6,22,254.98,6.06,102.6
2023,1,6,23,252.3,6.4,102.59
2023,1,7,0,249.64,6.83,102.56
2023,1,7,1,248.19,7.25,102.52
2023,1,7,2,248.23,7.44,102.49
2023,1,7,3,251.12,7.65,102.48
2023,1,7,4,255.06,7.79,102.48
2023,1,7,5,258.02,7.71,102.5
2023,1,7,6,259.49,7.58,102.53
2023,1,7,7,260.66,7.41,102.56
2023,1,7,8,262.3,7.17,102.58
2023,1,7,9,262.97,6.96,102.61
2023,1,7,10,263.36,6.82,102.63
2023,1,7,11,263.49,6.9,102.59
2023,1,7,12,263.72,6.93,102.52
2023,1,7,13,263.45,6.91,102.45
2023,1,7,14,262.38,6.9,102.43
2023,1,7,15,261.46,6.94,102.44
2023,1,7,16,261.37,6.98,102.45
2023,1,7,17,261.88,6.91,102.48
2023,1,7,18,263.12,6.91,102.54
2023,1,7,19,262.59,6.72,102.58
2023,1,7,20,259.47,6.45,102.6
2023,1,7,21,254.89,6.26,102.61
2023,1,7,22,249.46,6.19,102.61
2023,1,7,23,243.82,6.3,102.6
2023,1,8,0,238.63,6.59,102.58
2023,1,8,1,233.51,6.83,102.55
2023,1,8,2,229.06,6.94,102.53
2023,1,8,3,225.73,6.93,102.52
2023,1,8,4,223.78,6.98,102.5
2023,1,8,5,223.36,7.12,102.49
2023,1,8,6,223.81,7.17,102.53
2023,1,8,7,224.61,7.31,102.56
2023,1,8,8,225.54,7.64,102.6
2023,1,8,9,225.87,7.99,102.63
2023,1,8,10,224.92,8.31,102.64
2023,1,8,11,222.78,8.69,102.59
2023,1,8,12,220.06,8.98,102.49
2023,1,8,13,216.96,8.89,102.39
2023,1,8,14,213.59,8.6,102.33
2023,1,8,15,210.89,8.43,102.31
2023,1,8,16,209.01,8.44,102.3
2023,1,8,17,207.28,8.64,102.3
2023,1,8,18,204.94,8.86,102.32
2023,1,8,19,202.94,9.12,102.33
2023,1,8,20,201.6,9.4,102.32
2023,1,8,21,200.99,9.75,102.28
2023,1,8,22,201.18,10.1,102.24
2023,1,8,23,201.42,10.48,102.2
2023,1,9,0,200.93,10.85,102.12
2023,1,9,1,201.62,11.26,102.04
2023,1,9,2,203.06,11.71,101.96
2023,1,9,3,203.86,12.22,101.88
2023,1,9,4,204.18,13.03,101.79
2023,1,9,5,205.48,13.79,101.73
2023,1,9,6,208.96,14.23,101.74
2023,1,9,7,211.18,14.38,101.77
2023,1,9,8,210.99,14.37,101.78
2023,1,9,9,211.38,14.33,101.79
2023,1,9,10,214.12,14.19,101.8
2023,1,9,11,218.52,14.04,101.75
2023,1,9,12,227.29,13.96,101.67
2023,1,9,13,237.54,13.31,101.65
2023,1,9,14,256.78,11.99,101.71
2023,1,9,15,272.21,9.73,101.78
2023,1,9,16,282.03,9.56,101.89
2023,1,9,17,297.9,10.2,102.04
2023,1,9,18,310.89,9.32,102.18
2023,1,9,19,315.82,8.07,102.31
2023,1,9,20,321.5,7.27,102.42
2023,1,9,21,330.91,6.67,102.5
2023,1,9,22,341.16,5.98,102.55
2023,1,9,23,347.57,5.01,102.6
2023,1,10,0,348.62,4.04,102.65
2023,1,10,1,347.54,3.66,102.7
2023,1,10,2,352.23,3.35,102.72
2023,1,10,3,358.6,3.19,102.73
2023,1,10,4,6.24,2.88,102.75
2023,1,10,5,37.28,2.43,102.77
2023,1,10,6,63.98,2.58,102.83
2023,1,10,7,76.05,2.5,102.93
2023,1,10,8,96.29,2.78,103.01
2023,1,10,9,120.94,3.71,103.06
2023,1,10,10,136.14,4.7,103.07
2023,1,10,11,143.82,5.48,103.05
2023,1,10,12,146.35,6.23,102.97
2023,1,10,13,147.92,6.62,102.89
2023,1,10,14,151.08,6.54,102.85
2023,1,10,15,154.73,6.33,102.85
2023,1,10,16,159.73,6.34,102.86
2023,1,10,17,165.75,6.67,102.88
2023,1,10,18,175.27,6.91,102.93
2023,1,10,19,183.93,7.17,102.99
2023,1,10,20,191.7,7.36,103.01
2023,1,10,21,197.37,7.43,103.01
2023,1,10,22,198.07,7.38,103.0
2023,1,10,23,193.28,7.42,102.95
2023,1,11,0,186.97,7.66,102.88
2023,1,11,1,182.5,7.89,102.83
2023,1,11,2,181.79,8.0,102.8
2023,1,11,3,186.9,8.26,102.77
2023,1,11,4,196.38,8.62,102.75
2023,1,11,5,202.01,8.71,102.75
2023,1,11,6,203.86,8.73,102.78
2023,1,11,7,201.52,8.86,102.79
2023,1,11,8,198.91,9.26,102.82
2023,1,11,9,194.29,9.3,102.84
2023,1,11,10,191.5,9.64,102.86
2023,1,11,11,191.97,9.91,102.81
2023,1,11,12,196.21,9.93,102.74
2023,1,11,13,201.31,9.95,102.7
2023,1,11,14,206.38,10.95,102.71
2023,1,11,15,207.26,10.41,102.73
2023,1,11,16,207.4,10.03,102.74
2023,1,11,17,205.56,9.58,102.76
2023,1,11,18,200.88,9.38,102.79
2023,1,11,19,197.36,9.37,102.81
2023,1,11,20,195.28,8.89,102.82
2023,1,11,21,194.28,8.3,102.84
2023,1,11,22,194.66,7.96,102.85
2023,1,11,23,195.22,7.8,102.82
2023,1,12,0,197.82,8.04,102.8
2023,1,12,1,201.68,8.29,102.77
2023,1,12,2,202.93,8.1,102.76
2023,1,12,3,202.5,7.84,102.73
2023,1,12,4,201.21,7.56,102.7
2023,1,12,5,199.65,7.37,102.72
2023,1,12,6,198.01,7.35,102.73
2023,1,12,7,195.85,7.44,102.75
2023,1,12,8,193.0,7.64,102.77
2023,1,12,9,190.47,7.91,102.79
2023,1,12,10,190.98,8.17,102.8
2023,1,12,11,195.01,8.32,102.76
2023,1,12,12,195.96,8.52,102.66
2023,1,12,13,196.0,8.9,102.56
2023,1,12,14,197.3,9.09,102.51
2023,1,12,15,197.08,9.07,102.48
2023,1,12,16,195.51,9.15,102.46
2023,1,12,17,195.84,9.27,102.46
2023,1,12,18,196.89,9.36,102.48
2023,1,12,19,197.03,9.49,102.49
2023,1,12,20,196.28,9.61,102.47
2023,1,12,21,196.36,9.88,102.45
2023,1,12,22,197.37,10.21,102.4
2023,1,12,23,199.28,10.5,102.35
2023,1,13,0,201.38,10.71,102.29
2023,1,13,1,202.62,10.87,102.23
2023,1,13,2,203.91,11.01,102.19
2023,1,13,3,206.24,11.08,102.13
2023,1,13,4,208.68,11.07,102.1
2023,1,13,5,211.37,11.02,102.11
2023,1,13,6,215.46,11.0,102.14
2023,1,13,7,219.35,10.71,102.18
2023,1,13,8,221.49,10.37,102.23
2023,1,13,9,224.2,10.23,102.28
2023,1,13,10,225.23,9.54,102.3
2023,1,13,11,224.61,9.02,102.28
2023,1,13,12,225.31,9.29,102.22
2023,1,13,13,228.29,9.53,102.16
2023,1,13,14,231.21,8.88,102.15
2023,1,13,15,232.15,7.94,102.16
2023,1,13,16,231.48,7.25,102.2
2023,1,13,17,231.62,6.66,102.25
2023,1,13,18,233.48,5.92,102.33
2023,1,13,19,234.99,5.28,102.39
2023,1,13,20,239.2,4.82,102.44
2023,1,13,21,247.2,4.31,102.49
2023,1,13,22,263.81,3.84,102.52
2023,1,13,23,299.76,3.76,102.56
2023,1,14,0,347.96,5.54,102.58
2023,1,14,1,14.1,8.88,102.63
2023,1,14,2,24.21,11.13,102.71
2023,1,14,3,28.6,11.91,102.79
2023,1,14,4,31.18,11.91,102.87
2023,1,14,5,33.89,11.92,102.97
2023,1,14,6,36.07,11.89,103.1
2023,1,14,7,40.5,11.56,103.18
2023,1,14,8,45.67,10.89,103.24
2023,1,14,9,46.66,10.88,103.37
2023,1,14,10,46.63,11.25,103.46
2023,1,14,11,49.95,11.2,103.47
2023,1,14,12,53.0,10.96,103.44
2023,1,14,13,57.06,10.44,103.39
2023,1,14,14,60.73,10.0,103.37
2023,1,14,15,62.17,9.99,103.41
2023,1,14,16,63.38,10.04,103.46
2023,1,14,17,64.56,10.11,103.53
2023,1,14,18,65.83,10.28,103.62
2023,1,14,19,68.25,10.29,103.69
2023,1,14,20,71.1,10.25,103.74
2023,1,14,21,73.69,10.32,103.76
2023,1,14,22,76.17,10.36,103.78
2023,1,14,23,77.84,10.31,103.78
2023,1,15,0,79.47,10.17,103.77
2023,1,15,1,82.49,9.98,103.75
2023,1,15,2,85.3,9.63,103.74
2023,1,15,3,85.53,9.23,103.73
2023,1,15,4,84.36,8.98,103.75
2023,1,15,5,84.23,8.94,103.77
2023,1,15,6,85.45,9.06,103.8
2023,1,15,7,87.14,9.22,103.84
2023,1,15,8,89.33,9.36,103.89
2023,1,15,9,92.73,9.36,103.92
2023,1,15,10,96.34,9.13,103.92
2023,1,15,11,97.45,8.8,103.87
2023,1,15,12,95.18,8.75,103.78
2023,1,15,13,92.8,8.8,103.71
2023,1,15,14,91.34,8.7,103.64
2023,1,15,15,89.11,8.56,103.62
2023,1,15,16,86.67,8.62,103.62
2023,1,15,17,85.71,8.77,103.64
2023,1,15,18,86.88,8.9,103.67
2023,1,15,19,89.31,9.13,103.68
2023,1,15,20,91.89,9.23,103.67
2023,1,15,21,93.15,9.23,103.68
2023,1,15,22,93.39,9.26,103.68
2023,1,15,23,92.88,9.33,103.64
2023,1,16,0,92.72,9.57,103.59
2023,1,16,1,94.54,9.47,103.53
2023,1,16,2,96.45,9.32,103.48
2023,1,16,3,98.49,9.47,103.44
2023,1,16,4,100.13,9.55,103.43
2023,1,16,5,100.66,9.46,103.44
2023,1,16,6,100.96,9.45,103.46
2023,1,16,7,101.34,9.7,103.48
2023,1,16,8,101.05,10.03,103.5
2023,1,16,9,100.13,10.35,103.52
2023,1,16,10,99.01,10.52,103.52
2023,1,16,11,96.82,10.46,103.46
2023,1,16,12,93.69,10.44,103.36
2023,1,16,13,92.07,10.36,103.27
2023,1,16,14,91.19,10.16,103.22
2023,1,16,15,90.67,9.99,103.21
2023,1,16,16,91.04,9.86,103.21
2023,1,16,17,91.78,9.82,103.23
2023,1,16,18,92.85,9.9,103.27
2023,1,16,19,94.91,10.04,103.3
2023,1,16,20,98.07,10.12,103.31
2023,1,16,21,102.04,10.07,103.3
2023,1,16,22,106.46,9.87,103.29
2023,1,16,23,110.6,9.55,103.26
2023,1,17,0,114.03,9.09,103.21
2023,1,17,1,115.78,8.62,103.2
2023,1,17,2,115.18,8.24,103.21
2023,1,17,3,113.18,7.92,103.21
2023,1,17,4,110.43,7.81,103.21
2023,1,17,5,107.67,7.95,103.23
2023,1,17,6,105.45,8.3,103.27
2023,1,17,7,103.89,8.69,103.29
2023,1,17,8,102.92,9.08,103.32
2023,1,17,9,102.32,9.44,103.35
2023,1,17,10,102.25,9.68,103.37
2023,1,17,11,103.02,9.68,103.33
2023,1,17,12,104.99,9.49,103.24
2023,1,17,13,108.21,9.35,103.17
2023,1,17,14,112.13,9.23,103.15
2023,1,17,15,116.43,8.99,103.15
2023,1,17,16,120.42,8.73,103.16
2023,1,17,17,123.82,8.49,103.16
2023,1,17,18,126.4,8.24,103.18
2023,1,17,19,127.26,8.08,103.21
2023,1,17,20,126.8,7.98,103.22
2023,1,17,21,126.46,7.99,103.23
2023,1,17,22,124.85,8.0,103.23
2023,1,17,23,122.34,7.99,103.24
2023,1,18,0,120.73,7.89,103.22
2023,1,18,1,121.06,7.71,103.21
2023,1,18,2,122.04,7.69,103.2
2023,1,18,3,121.93,7.74,103.2
2023,1,18,4,121.16,7.85,103.19
2023,1,18,5,121.2,7.99,103.2
2023,1,18,6,122.05,8.11,103.21
2023,1,18,7,122.35,8.32,103.21
2023,1,18,8,122.93,8.67,103.22
2023,1,18,9,123.97,8.98,103.27
2023,1,18,10,125.35,9.06,103.31
2023,1,18,11,127.56,8.83,103.29
2023,1,18,12,130.58,8.47,103.22
2023,1,18,13,133.93,8.0,103.17
2023,1,18,14,136.3,7.56,103.14
2023,1,18,15,136.61,7.29,103.14
2023,1,18,16,135.09,7.14,103.12
2023,1,18,17,133.27,7.15,103.12
2023,1,18,18,131.75,7.3,103.13
2023,1,18,19,132.09,7.51,103.15
2023,1,18,20,134.51,7.72,103.16
2023,1,18,21,137.58,7.86,103.15
2023,1,18,22,140.71,7.88,103.14
2023,1,18,23,144.7,7.87,103.11
2023,1,19,0,147.78,7.77,103.06
2023,1,19,1,149.82,7.6,103.02
2023,1,19,2,149.78,7.56,102.97
2023,1,19,3,149.01,7.56,102.91
2023,1,19,4,147.83,7.61,102.86
2023,1,19,5,147.63,7.88,102.84
2023,1,19,6,148.09,8.03,102.84
2023,1,19,7,147.93,8.2,102.86
2023,1,19,8,147.09,8.28,102.89
2023,1,19,9,146.27,8.4,102.9
2023,1,19,10,146.09,8.64,102.89
2023,1,19,11,147.21,8.86,102.82
2023,1,19,12,149.66,8.93,102.7
2023,1,19,13,152.34,8.97,102.59
2023,1,19,14,154.74,9.08,102.52
2023,1,19,15,156.86,9.18,102.48
2023,1,19,16,159.19,9.19,102.47
2023,1,19,17,161.78,9.17,102.47
2023,1,19,18,163.83,9.12,102.49
2023,1,19,19,164.88,9.23,102.51
2023,1,19,20,166.45,9.51,102.49
2023,1,19,21,169.33,9.79,102.46
2023,1,19,22,172.39,10.03,102.43
2023,1,19,23,175.75,10.22,102.38
2023,1,20,0,178.74,10.31,102.31
2023,1,20,1,180.09,10.38,102.24
2023,1,20,2,180.68,10.46,102.18
2023,1,20,3,181.26,10.28,102.11
2023,1,20,4,182.86,10.33,102.07
2023,1,20,5,183.12,10.34,102.06
2023,1,20,6,182.15,10.19,102.06
2023,1,20,7,182.51,10.17,102.08
2023,1,20,8,183.79,10.17,102.12
2023,1,20,9,185.51,10.34,102.16
2023,1,20,10,187.37,10.66,102.17
2023,1,20,11,188.74,11.05,102.11
2023,1,20,12,190.56,11.3,102.03
2023,1,20,13,195.48,10.92,101.95
2023,1,20,14,202.23,9.66,101.9
2023,1,20,15,207.8,8.24,101.92
2023,1,20,16,210.17,7.17,101.94
2023,1,20,17,213.42,6.52,101.98
2023,1,20,18,215.62,6.04,102.05
2023,1,20,19,217.34,5.72,102.11
2023,1,20,20,218.18,5.59,102.14
2023,1,20,21,217.32,5.71,102.15
2023,1,20,22,212.94,5.95,102.16
2023,1,20,23,209.1,6.23,102.15
2023,1,21,0,209.34,6.35,102.14
2023,1,21,1,210.4,6.22,102.13
2023,1,21,2,209.74,6.0,102.14
2023,1,21,3,207.84,5.8,102.11
2023,1,21,4,206.24,5.62,102.09
2023,1,21,5,204.18,5.38,102.09
2023,1,21,6,199.33,5.24,102.11
2023,1,21,7,192.77,5.3,102.14
2023,1,21,8,187.66,5.57,102.19
2023,1,21,9,184.97,5.87,102.25
2023,1,21,10,184.24,6.13,102.28
2023,1,21,11,185.35,6.36,102.25
2023,1,21,12,187.32,6.56,102.17
2023,1,21,13,188.21,6.73,102.1
2023,1,21,14,186.9,6.89,102.07
2023,1,21,15,184.43,7.08,102.07
2023,1,21,16,182.22,7.06,102.07
2023,1,21,17,180.13,6.89,102.1
2023,1,21,18,177.88,6.75,102.15
2023,1,21,19,175.37,6.87,102.18
2023,1,21,20,173.62,7.17,102.19
2023,1,21,21,171.95,7.58,102.18
2023,1,21,22,170.18,8.02,102.16
2023,1,21,23,169.01,8.36,102.12
2023,1,22,0,168.29,8.55,102.07
2023,1,22,1,167.95,8.53,102.04
2023,1,22,2,168.49,8.42,102.02
2023,1,22,3,168.48,8.33,101.99
2023,1,22,4,166.94,8.3,101.95
2023,1,22,5,164.85,8.28,101.94
2023,1,22,6,163.1,8.39,101.94
2023,1,22,7,163.19,8.51,101.94
2023,1,22,8,166.37,8.38,101.98
2023,1,22,9,169.49,8.31,102.02
2023,1,22,10,173.29,8.56,102.04
2023,1,22,11,176.97,8.42,101.99
2023,1,22,12,179.63,8.45,101.89
2023,1,22,13,178.98,8.38,101.77
2023,1,22,14,178.59,8.23,101.7
2023,1,22,15,183.0,8.07,101.69
2023,1,22,16,183.75,8.13,101.69
2023,1,22,17,180.47,8.59,101.68
2023,1,22,18,177.69,9.12,101.65
2023,1,22,19,177.31,9.48,101.62
2023,1,22,20,179.5,9.86,101.59
2023,1,22,21,183.52,10.17,101.56
2023,1,22,22,187.16,10.46,101.51
2023,1,22,23,186.96,10.64,101.42
2023,1,23,0,187.55,11.06,101.31
2023,1,23,1,187.87,11.99,101.18
2023,1,23,2,190.43,12.6,101.08
2023,1,23,3,197.48,12.48,101.01
2023,1,23,4,209.28,11.36,100.97
2023,1,23,5,247.46,9.4,100.93
2023,1,23,6,301.04,8.52,101.01
2023,1,23,7,325.45,7.65,101.12
2023,1,23,8,320.14,5.98,101.15
2023,1,23,9,319.71,4.71,101.1
2023,1,23,10,310.82,5.68,101.11
2023,1,23,11,309.31,6.52,101.08
2023,1,23,12,308.04,7.71,101.0
2023,1,23,13,314.46,8.2,100.94
2023,1,23,14,323.91,8.95,100.92
2023,1,23,15,332.52,9.8,100.94
2023,1,23,16,337.79,10.87,100.98
2023,1,23,17,341.69,11.74,101.01
2023,1,23,18,348.13,12.57,101.07
2023,1,23,19,355.34,14.03,101.15
2023,1,23,20,0.83,15.11,101.22
2023,1,23,21,2.54,15.34,101.27
2023,1,23,22,1.9,15.11,101.3
2023,1,23,23,0.89,15.08,101.3
2023,1,24,0,359.54,15.45,101.27
2023,1,24,1,359.66,15.63,101.24
2023,1,24,2,2.77,15.7,101.24
2023,1,24,3,359.7,16.41,101.12
2023,1,24,4,358.01,16.23,101.1
2023,1,24,5,354.17,16.83,101.03
2023,1,24,6,350.11,17.2,100.94
2023,1,24,7,354.95,15.8,100.87
2023,1,24,8,23.95,11.78,100.83
2023,1,24,9,69.94,11.34,100.93
2023,1,24,10,93.73,12.02,101.07
2023,1,24,11,103.21,12.03,101.19
2023,1,24,12,104.97,11.16,101.22
2023,1,24,13,102.39,10.16,101.23
2023,1,24,14,99.36,9.41,101.25
2023,1,24,15,98.35,9.41,101.3
2023,1,24,16,98.73,9.94,101.38
2023,1,24,17,94.55,10.25,101.55
2023,1,24,18,89.96,10.59,101.72
2023,1,24,19,89.75,10.89,101.8
2023,1,24,20,91.62,10.78,101.82
2023,1,24,21,95.8,10.59,101.83
2023,1,24,22,100.29,10.41,101.84
2023,1,24,23,104.64,10.45,101.83
2023,1,25,0,107.76,10.27,101.8
2023,1,25,1,108.84,10.06,101.81
2023,1,25,2,107.94,9.67,101.83
2023,1,25,3,105.93,9.45,101.83
2023,1,25,4,104.44,9.4,101.84
2023,1,25,5,102.78,9.4,101.87
2023,1,25,6,101.31,9.6,101.94
2023,1,25,7,99.74,9.65,102.0
2023,1,25,8,98.31,9.51,102.05
2023,1,25,9,97.21,9.27,102.08
2023,1,25,10,96.51,9.1,102.09
2023,1,25,11,96.26,9.02,102.03
2023,1,25,12,96.22,8.87,101.92
2023,1,25,13,94.97,8.65,101.84
2023,1,25,14,93.17,8.48,101.81
2023,1,25,15,91.79,8.48,101.8
2023,1,25,16,90.52,8.55,101.82
2023,1,25,17,89.58,8.52,101.85
2023,1,25,18,88.78,8.47,101.9
2023,1,25,19,88.69,8.57,101.94
2023,1,25,20,89.39,8.88,101.97
2023,1,25,21,89.37,9.26,101.98
2023,1,25,22,90.5,9.8,101.98
2023,1,25,23,90.94,10.05,101.97
2023,1,26,0,90.31,10.04,101.95
2023,1,26,1,89.32,9.95,101.94
2023,1,26,2,89.02,10.09,101.95
2023,1,26,3,88.33,10.21,101.97
2023,1,26,4,87.42,10.41,102.01
2023,1,26,5,86.06,10.68,102.06
2023,1,26,6,83.23,10.74,102.12
2023,1,26,7,79.83,10.84,102.18
2023,1,26,8,77.8,10.91,102.27
2023,1,26,9,77.21,10.98,102.35
2023,1,26,10,77.8,11.09,102.4
2023,1,26,11,78.02,11.14,102.38
2023,1,26,12,78.53,11.32,102.3
2023,1,26,13,78.47,11.42,102.24
2023,1,26,14,78.7,11.56,102.21
2023,1,26,15,79.2,11.72,102.22
2023,1,26,16,79.48,11.72,102.24
2023,1,26,17,80.1,11.67,102.31
2023,1,26,18,80.47,11.61,102.41
2023,1,26,19,79.82,11.72,102.48
2023,1,26,20,80.26,12.14,102.53
2023,1,26,21,81.49,12.35,102.57
2023,1,26,22,82.48,12.42,102.59
2023,1,26,23,83.33,12.51,102.58
2023,1,27,0,85.06,12.62,102.56
2023,1,27,1,87.52,12.46,102.53
2023,1,27,2,89.01,12.2,102.5
2023,1,27,3,90.62,12.31,102.45
2023,1,27,4,92.56,12.43,102.44
2023,1,27,5,92.61,12.37,102.47
2023,1,27,6,90.88,12.23,102.54
2023,1,27,7,88.03,12.29,102.61
2023,1,27,8,87.61,12.54,102.69
2023,1,27,9,89.43,12.51,102.76
2023,1,27,10,91.34,12.35,102.8
2023,1,27,11,93.38,12.21,102.78
2023,1,27,12,95.65,12.22,102.72
2023,1,27,13,98.09,12.33,102.66
2023,1,27,14,99.88,12.39,102.63
2023,1,27,15,100.93,12.4,102.64
2023,1,27,16,100.25,12.12,102.67
2023,1,27,17,99.05,11.77,102.69
2023,1,27,18,97.79,11.58,102.74
2023,1,27,19,96.72,11.55,102.78
2023,1,27,20,97.38,11.8,102.81
2023,1,27,21,99.97,12.14,102.82
2023,1,27,22,102.08,12.25,102.83
2023,1,27,23,103.4,12.24,102.79
2023,1,28,0,103.66,12.04,102.75
2023,1,28,1,103.94,11.87,102.74
2023,1,28,2,103.99,11.7,102.76
2023,1,28,3,102.99,11.51,102.75
